stamp,tag,antenna,anchor,distance
1609055134893454177,200,1,100,21.472999572753906
1609055134918509919,200,0,101,20.80299949645996
1609055134919176089,201,0,102,7.5980000495910645
1609055134942970907,200,1,102,7.6620001792907715
1609055134944101438,201,1,100,22.027000427246094
1609055134993440755,200,0,100,21.267000198364258
1609055134994212203,201,0,101,20.608999252319336
1609055135018207992,200,1,101,20.482999801635742
1609055135019225532,201,1,102,7.492000102996826
1609055135043466848,200,0,102,7.6579999923706055
1609055135044098782,201,0,100,22.058000564575195
1609055135068452335,200,1,100,21.288000106811523
1609055135093237298,200,0,101,20.615999221801758
1609055135094214149,201,0,102,7.617000102996826
1609055135117979334,200,1,102,7.664000034332275
1609055135119180363,201,1,100,21.965999603271484
1609055135168408074,200,0,100,21.229999542236328
1609055135169203504,201,0,101,20.606000900268555
1609055135193548685,200,1,101,20.56599998474121
1609055135195458230,201,1,102,7.35099983215332
1609055135218420734,200,0,102,7.6570000648498535
1609055135219185113,201,0,100,22.030000686645508
1609055135243424655,200,1,100,21.31100082397461
1609055135268507777,200,0,101,20.81999969482422
1609055135269208099,201,0,102,7.4120001792907715
1609055135292934948,200,1,102,7.6620001792907715
1609055135294133740,201,1,100,21.96299934387207
1609055135343435848,200,0,100,21.24799919128418
1609055135344141416,201,0,101,20.628999710083008
1609055135368237436,200,1,101,20.68899917602539
1609055135369179821,201,1,102,7.372000217437744
1609055135393416555,200,0,102,7.6570000648498535
1609055135394184335,201,0,100,22.016000747680664
1609055135418453763,200,1,100,21.341999053955078
1609055135443478855,200,0,101,20.920000076293945
1609055135444165895,201,0,102,7.508999824523926
1609055135467942006,200,1,102,7.663000106811523
1609055135469163949,201,1,100,21.948999404907227
1609055135519415520,200,0,100,21.27199935913086
1609055135543508395,200,1,101,20.7549991607666
1609055135544209614,201,1,102,7.447000026702881
1609055135568191680,200,0,102,7.6529998779296875
1609055135569121434,201,0,100,22.084999084472656
1609055135593455966,200,1,100,21.361000061035156
1609055135618240569,200,0,101,20.947999954223633
1609055135619222896,201,0,102,7.585999965667725
1609055135642990365,200,1,102,7.6529998779296875
1609055135644170450,201,1,100,22.052000045776367
1609055135693412413,200,0,100,21.298999786376953
1609055135694179011,201,0,101,20.57200050354004
1609055135718492574,200,1,101,20.761999130249023
1609055135719215747,201,1,102,7.460999965667725
1609055135743390898,200,0,102,7.6539998054504395
1609055135744107362,201,0,100,22.131000518798828
1609055135768370041,200,1,100,21.3799991607666
1609055135793488555,200,0,101,20.974000930786133
1609055135794164011,201,0,102,7.5970001220703125
1609055135817980254,200,1,102,7.6579999923706055
1609055135819224747,201,1,100,22.099000930786133
1609055135868384461,200,0,100,21.298999786376953
1609055135869103232,201,0,101,20.58300018310547
1609055135893455762,200,1,101,20.770999908447266
1609055135894198393,201,1,102,7.498000144958496
1609055135918392787,200,0,102,7.6539998054504395
1609055135919095722,201,0,100,22.113000869750977
1609055135943376549,200,1,100,21.378999710083008
1609055135968479651,200,0,101,20.974000930786133
1609055135969135933,201,0,102,7.613999843597412
1609055135992983492,200,1,102,7.658999919891357
1609055135994139539,201,1,100,22.034000396728516
1609055136043424546,200,0,100,21.309999465942383
1609055136044144264,201,0,101,20.562999725341797
1609055136068235260,200,1,101,20.72599983215332
1609055136069151539,201,1,102,7.502999782562256
1609055136093415337,200,0,102,7.6570000648498535
1609055136094184265,201,0,100,22.07200050354004
1609055136118438287,200,1,100,21.468000411987305
1609055136143403742,200,0,101,20.920000076293945
1609055136144199517,201,0,102,7.613999843597412
1609055136167905719,200,1,102,7.658999919891357
1609055136169114870,201,1,100,21.98900032043457
1609055136218371052,200,0,100,21.426000595092773
1609055136219237398,201,0,101,20.558000564575195
1609055136243465635,200,1,101,20.733999252319336
1609055136244147563,201,1,102,7.5
1609055136268157938,200,0,102,7.6539998054504395
1609055136269134359,201,0,100,22.0310001373291
1609055136293412151,200,1,100,21.45599937438965
1609055136318500731,200,0,101,20.945999145507812
1609055136319236348,201,0,102,7.611999988555908
1609055136342907057,200,1,102,7.658999919891357
1609055136344556699,201,1,100,21.959999084472656
1609055136393376724,200,0,100,21.259000778198242
1609055136394156213,201,0,101,20.55500030517578
1609055136418438472,200,1,101,20.740999221801758
1609055136419217029,201,1,102,7.461999893188477
1609055136443372364,200,0,102,7.65500020980835
1609055136444111774,201,0,100,22.027000427246094
1609055136468383637,200,1,100,21.275999069213867
1609055136493418047,200,0,101,20.950000762939453
1609055136494184247,201,0,102,7.586999893188477
1609055136517912955,200,1,102,7.659999847412109
1609055136519126644,201,1,100,21.961999893188477
1609055136568343872,200,0,100,21.226999282836914
1609055136593212851,200,1,101,20.722999572753906
1609055136594183742,201,1,102,7.479000091552734
1609055136618742353,200,0,102,7.6539998054504395
1609055136619119312,201,0,100,22.020000457763672
1609055136643383826,200,1,100,21.429000854492188
1609055136668468915,200,0,101,20.937000274658203
1609055136669235455,201,0,102,7.59499979019165
1609055136692925468,200,1,102,7.660999774932861
1609055136694137543,201,1,100,21.958999633789062
1609055136743340432,200,0,100,21.39900016784668
1609055136744162191,201,0,101,20.555999755859375
1609055136768467134,200,1,101,20.731000900268555
1609055136769141373,201,1,102,7.486000061035156
1609055136793364200,200,0,102,7.6579999923706055
1609055136794133157,201,0,100,22.035999298095703
1609055136818396234,200,1,100,21.437000274658203
1609055136843455208,200,0,101,21.17300033569336
1609055136844195484,201,0,102,7.598999977111816
1609055136867967555,200,1,102,7.663000106811523
1609055136869133008,201,1,100,21.929000854492188
1609055136918330300,200,0,100,21.347000122070312
1609055136919076081,201,0,101,20.59000015258789
1609055136943195406,200,1,101,21.05299949645996
1609055136944203941,201,1,102,7.488999843597412
1609055136968371959,200,0,102,7.6579999923706055
1609055136969079726,201,0,100,21.999000549316406
1609055136993377261,200,1,100,21.399999618530273
1609055137018422003,200,0,101,21.134000778198242
1609055137019144864,201,0,102,7.605000019073486
1609055137093361399,200,0,100,21.238000869750977
1609055137094111962,201,0,101,20.628999710083008
1609055137118400338,200,1,101,20.884000778198242
1609055137119139800,201,1,102,7.458000183105469
1609055137143353805,200,0,102,7.65500020980835
1609055137144071155,201,0,100,22.094999313354492
1609055137168367736,200,1,100,21.264999389648438
1609055137193455847,200,0,101,21.020000457763672
1609055137194142594,201,0,102,7.584000110626221
1609055137217928037,200,1,102,7.663000106811523
1609055137219140143,201,1,100,22.003000259399414
1609055137268366253,200,0,100,21.229000091552734
1609055137293134916,200,1,101,20.72800064086914
1609055137294162137,201,1,102,7.441999912261963
1609055137318341046,200,0,102,7.65500020980835
1609055137319133004,201,0,100,22.073999404907227
1609055137343338002,200,1,100,21.42799949645996
1609055137368426049,200,0,101,20.91900062561035
1609055137369160149,201,0,102,7.572999954223633
1609055137392861532,200,1,102,7.658999919891357
1609055137394117626,201,1,100,21.95599937438965
1609055137443354500,200,0,100,21.402999877929688
1609055137468423249,200,1,101,20.711000442504883
1609055137470196315,201,1,102,7.486000061035156
1609055137493331114,200,0,102,7.656000137329102
1609055137494074339,201,0,100,22.034000396728516
1609055137518330449,200,1,100,21.44499969482422
1609055137543347710,200,0,101,21.13599967956543
1609055137544159944,201,0,102,7.603000164031982
1609055137567911555,200,1,102,7.659999847412109
1609055137569008120,201,1,100,21.966999053955078
1609055137618290387,200,0,100,21.368000030517578
1609055137619184061,201,0,101,20.60700035095215
1609055137643422038,200,1,101,21.023000717163086
1609055137644113192,201,1,102,7.493000030517578
1609055137668144495,200,0,102,7.6570000648498535
1609055137669088396,201,0,100,22.02899932861328
1609055137693310223,200,1,100,21.41900062561035
1609055137718419079,200,0,101,21.104000091552734
1609055137719127669,201,0,102,7.607999801635742
1609055137742896042,200,1,102,7.658999919891357
1609055137744142626,201,1,100,21.834999084472656
1609055137793360582,200,0,100,21.31800079345703
1609055137794161265,201,0,101,20.60099983215332
1609055137818424861,200,1,101,20.878000259399414
1609055137819207723,201,1,102,7.49399995803833
1609055137843334495,200,0,102,7.6539998054504395
1609055137844068112,201,0,100,21.874000549316406
1609055137868330301,200,1,100,21.468000411987305
1609055137893108144,200,0,101,21.163999557495117
1609055137894097763,201,0,102,7.610000133514404
1609055137917936124,200,1,102,7.659999847412109
1609055137919159014,201,1,100,21.863000869750977
1609055137968313920,200,0,100,21.426000595092773
1609055137993416642,200,1,101,21.034000396728516
1609055137994174198,201,1,102,7.314000129699707
1609055138018132218,200,0,102,7.6579999923706055
1609055138019115002,201,0,100,21.92099952697754
1609055138043337110,200,1,100,21.45199966430664
1609055138068164289,200,0,101,21.187000274658203
1609055138069108304,201,0,102,7.368000030517578
1609055138092863676,200,1,102,7.664000034332275
1609055138094203908,201,1,100,21.90399932861328
1609055138143357937,200,0,100,21.349000930786133
1609055138144024645,201,0,101,20.599000930786133
1609055138168375575,200,1,101,21.042999267578125
1609055138169087613,201,1,102,7.3429999351501465
1609055138193100136,200,0,102,7.6579999923706055
1609055138194088561,201,0,100,21.989999771118164
1609055138218387755,200,1,100,21.47100067138672
1609055138243394323,200,0,101,21.21299934387207
1609055138244081976,201,0,102,7.414999961853027
1609055138267910796,200,1,102,7.664000034332275
1609055138269066809,201,1,100,21.898000717163086
1609055138318343514,200,0,100,21.41200065612793
1609055138319151355,201,0,101,20.575000762939453
1609055138343394693,200,1,101,21.062999725341797
1609055138344096520,201,1,102,7.363999843597412
1609055138368106611,200,0,102,7.656000137329102
1609055138369100983,201,0,100,21.95599937438965
1609055138393305468,200,1,100,21.434999465942383
1609055138418340109,200,0,101,21.104000091552734
1609055138419245719,201,0,102,7.511000156402588
1609055138443092701,200,1,102,7.660999774932861
1609055138444120477,201,1,100,21.93899917602539
1609055138493360109,200,0,100,21.25
1609055138494134675,201,0,101,20.58799934387207
1609055138518140545,200,1,101,20.822999954223633
1609055138519829713,201,1,102,7.468999862670898
1609055138544614219,200,0,102,7.656000137329102
1609055138544826824,201,0,100,22.083999633789062
1609055138568345334,200,1,100,21.263999938964844
1609055138593380420,200,0,101,20.957000732421875
1609055138594136629,201,0,102,7.611000061035156
1609055138617911377,200,1,102,7.658999919891357
1609055138619811987,201,1,100,22.070999145507812
1609055138668308433,200,0,100,21.202999114990234
1609055138669791593,201,0,101,20.599000930786133
1609055138693386528,200,1,101,20.518999099731445
1609055138694127771,201,1,102,7.515999794006348
1609055138718132657,200,0,102,7.6539998054504395
1609055138719090260,201,0,100,22.1200008392334
1609055138743322882,200,1,100,21.236000061035156
1609055138768335132,200,0,101,20.893999099731445
1609055138769133233,201,0,102,7.635000228881836
1609055138792838619,200,1,102,7.660999774932861
1609055138794049074,201,1,100,22.049999237060547
1609055138843311864,200,0,100,21.198999404907227
1609055138844309396,201,0,101,20.584999084472656
1609055138868401530,200,1,101,20.81800079345703
1609055138869163290,201,1,102,7.5269999504089355
1609055138893312532,200,0,102,7.658999919891357
1609055138894108423,201,0,100,22.097999572753906
1609055138918352258,200,1,100,21.292999267578125
1609055138943393940,200,0,101,21.138999938964844
1609055138944188434,201,0,102,7.63700008392334
1609055138967931106,200,1,102,7.665999889373779
1609055138969141608,201,1,100,22.017000198364258
1609055139018320661,200,0,100,21.243999481201172
1609055139043124060,200,1,101,21.05699920654297
1609055139044095586,201,1,102,7.519999980926514
1609055139068367690,200,0,102,7.658999919891357
1609055139069746567,201,0,100,22.05699920654297
1609055139093273912,200,1,100,21.3439998626709
1609055139118366334,200,0,101,21.14900016784668
1609055139119154207,201,0,102,7.625
1609055139142871553,200,1,102,7.664000034332275
1609055139144060586,201,1,100,21.979000091552734
1609055139193265566,200,0,100,21.283000946044922
1609055139194094957,201,0,101,20.597000122070312
1609055139218096529,200,1,101,20.87700080871582
1609055139219137036,201,1,102,7.506999969482422
1609055139243299129,200,0,102,7.656000137329102
1609055139244025652,201,0,100,22.042999267578125
1609055139268283444,200,1,100,21.461999893188477
1609055139293327800,200,0,101,21.016000747680664
1609055139294060597,201,0,102,7.616000175476074
1609055139317858246,200,1,102,7.659999847412109
1609055139319074959,201,1,100,21.972000122070312
1609055139368219241,200,0,100,21.315000534057617
1609055139393379410,200,1,101,20.766000747680664
1609055139394043154,201,1,102,7.480000019073486
1609055139418293967,200,0,102,7.658999919891357
1609055139419128677,201,0,100,22.041000366210938
1609055139443304510,200,1,100,21.334999084472656
1609055139468332038,200,0,101,20.94700050354004
1609055139469042238,201,0,102,7.5920000076293945
1609055139492814421,200,1,102,7.664000034332275
1609055139493960822,201,1,100,21.974000930786133
1609055139543227483,200,0,100,21.285999298095703
1609055139544031885,201,0,101,20.60300064086914
1609055139568265472,200,1,101,20.704999923706055
1609055139569058547,201,1,102,7.48199987411499
1609055139593259450,200,0,102,7.656000137329102
1609055139594020126,201,0,100,22.04400062561035
1609055139618280708,200,1,100,21.350000381469727
1609055139643354038,200,0,101,20.90999984741211
1609055139644090848,201,0,102,7.599999904632568
1609055139667811881,200,1,102,7.660999774932861
1609055139669040064,201,1,100,21.96500015258789
1609055139718218544,200,0,100,21.23200035095215
1609055139719113960,201,0,101,20.60099983215332
1609055139743471912,200,1,101,20.719999313354492
1609055139744052195,201,1,102,7.502999782562256
1609055139768221974,200,0,102,7.6579999923706055
1609055139768977123,201,0,100,22.024999618530273
1609055139793235751,200,1,100,21.26799964904785
1609055139818749901,200,0,101,20.895000457763672
1609055139819100190,201,0,102,7.61299991607666
1609055139843266632,200,1,102,7.664000034332275
1609055139844309568,201,1,100,21.96500015258789
1609055139894048259,201,0,101,20.583999633789062
1609055139919045218,201,1,102,7.513000011444092
1609055139894218597,200,0,100,21.226999282836914
1609055139918465191,200,1,101,20.718000411987305
1609055139943266616,200,0,102,7.65500020980835
1609055139943995847,201,0,100,22.027000427246094
1609055139968269602,200,1,100,21.31399917602539
1609055139993267217,200,0,101,20.913000106811523
1609055139994033522,201,0,102,7.620999813079834
1609055140017785572,200,1,102,7.660999774932861
1609055140019022465,201,1,100,21.965999603271484
1609055140068218528,200,0,100,21.259000778198242
1609055140069090326,201,0,101,20.565000534057617
1609055140093028803,200,1,101,20.679000854492188
1609055140094042478,201,1,102,7.501999855041504
1609055140118228654,200,0,102,7.6570000648498535
1609055140118930701,201,0,100,22.024999618530273
1609055140146498653,200,1,100,21.45400047302246
1609055140168062344,200,0,101,20.875999450683594
1609055140169014453,201,0,102,7.611000061035156
1609055140192793575,200,1,102,7.664999961853027
1609055140198337179,201,1,100,21.965999603271484
1609055140243237690,200,0,100,21.42799949645996
1609055140244106175,201,0,101,20.558000564575195
1609055140268043821,200,1,101,20.659000396728516
1609055140269048306,201,1,102,7.492000102996826
1609055140295828465,200,0,102,7.6579999923706055
1609055140296006214,201,0,100,22.093000411987305
1609055140318224021,200,1,100,21.46299934387207
1609055140343310883,200,0,101,21.16200065612793
1609055140344063406,201,0,102,7.605999946594238
1609055140367779853,200,1,102,7.663000106811523
1609055140368951527,201,1,100,22.06599998474121
1609055140418247242,200,0,100,21.368999481201172
1609055140443032400,200,1,101,21.062000274658203
1609055140443993808,201,1,102,7.473999977111816
1609055140468265437,200,0,102,7.6529998779296875
1609055140468972537,201,0,100,22.108999252319336
1609055140493231966,200,1,100,21.417999267578125
1609055140518302791,200,0,101,21.160999298095703
1609055140519040232,201,0,102,7.590000152587891
1609055140542795934,200,1,102,7.658999919891357
1609055140544062496,201,1,100,22.07699966430664
1609055140593194950,200,0,100,21.32699966430664
1609055140618321682,200,1,101,20.910999298095703
1609055140619040600,201,1,102,7.306000232696533
1609055140643218365,200,0,102,7.65500020980835
1609055140644002967,201,0,100,22.104999542236328
1609055140668318726,200,1,100,21.386999130249023
1609055140693310480,200,0,101,21.038000106811523
1609055140694081347,201,0,102,7.361000061035156
1609055140719630759,200,1,102,7.660999774932861
1609055140719800686,201,1,100,22.027000427246094
1609055140768251591,200,0,100,21.30500030517578
1609055140793296533,200,1,101,20.775999069213867
1609055140794013829,201,1,102,7.324999809265137
1609055140818249507,200,0,102,7.65500020980835
1609055140819112619,201,0,100,22.128000259399414
1609055140843219871,200,1,100,21.375
1609055140868094949,200,0,101,20.923999786376953
1609055140869393065,201,0,102,7.474999904632568
1609055140892781122,200,1,102,7.6570000648498535
1609055140893987433,201,1,100,22.08799934387207
1609055140943175576,200,0,100,21.231000900268555
1609055140968293374,200,1,101,20.68000030517578
1609055140969006806,201,1,102,7.4070000648498535
1609055140993211528,200,0,102,7.6570000648498535
1609055140994017556,201,0,100,22.097999572753906
1609055141018204266,200,1,100,21.2549991607666
1609055141043014041,200,0,101,20.863000869750977
1609055141044022841,201,0,102,7.564000129699707
1609055141067779875,200,1,102,7.660999774932861
1609055141068968924,201,1,100,22.01099967956543
1609055141118197978,200,0,100,21.211999893188477
1609055141119007820,201,0,101,20.555999755859375
1609055141143060739,200,1,101,20.652999877929688
1609055141143985234,201,1,102,7.484000205993652
1609055141168262622,200,0,102,7.65500020980835
1609055141169132424,201,0,100,22.040000915527344
1609055141193204953,200,1,100,21.299999237060547
1609055141217989292,200,0,101,20.85099983215332
1609055141219062838,201,0,102,7.61299991607666
1609055141242730250,200,1,102,7.659999847412109
1609055141243978662,201,1,100,21.979000091552734
1609055141293173511,200,0,100,21.24799919128418
1609055141293987845,201,0,101,20.59000015258789
1609055141318381542,200,1,101,20.663999557495117
1609055141319109951,201,1,102,7.494999885559082
1609055141343023174,200,0,102,7.6539998054504395
1609055141343982272,201,0,100,22.003000259399414
1609055141368227603,200,1,100,21.350000381469727
1609055141393202705,200,0,101,20.881999969482422
1609055141393985973,201,0,102,7.618000030517578
1609055141417728195,200,1,102,7.656000137329102
1609055141418985528,201,1,100,21.881999969482422
1609055141468315635,200,0,100,21.200000762939453
1609055141493005318,200,1,101,20.680999755859375
1609055141493994903,201,1,102,7.491000175476074
1609055141518215001,200,0,102,7.656000137329102
1609055141518930741,201,0,100,21.974000930786133
1609055141543223674,200,1,100,21.246000289916992
1609055141568305531,200,0,101,20.895999908447266
1609055141569012416,201,0,102,7.60699987411499
1609055141592728567,200,1,102,7.660999774932861
1609055141593923426,201,1,100,21.926000595092773
1609055141643200602,200,0,100,21.218000411987305
1609055141643974416,201,0,101,20.645000457763672
1609055141669026583,200,1,101,20.70800018310547
1609055141669244906,201,1,102,7.479000091552734
1609055141693174168,200,0,102,7.656000137329102
1609055141693998524,201,0,100,22.00200080871582
1609055141718237282,200,1,100,21.312999725341797
1609055141743299654,200,0,101,20.93199920654297
1609055141744850670,201,0,102,7.59499979019165
1609055141769014276,201,1,100,21.95400047302246
1609055141769696003,200,1,102,7.664000034332275
1609055141818265636,200,0,100,21.22599983215332
1609055141819396346,201,0,101,20.618999481201172
1609055141843018636,200,1,101,20.722000122070312
1609055141843953069,201,1,102,7.4679999351501465
1609055141868230746,200,0,102,7.6570000648498535
1609055141868881835,201,0,100,21.996999740600586
1609055141893168505,200,1,100,21.277999877929688
1609055141918760250,200,0,101,20.941999435424805
1609055141919156495,201,0,102,7.590000152587891
1609055141942744874,200,1,102,7.660999774932861
1609055141943904845,201,1,100,21.951000213623047
1609055141993179922,200,0,100,21.194000244140625
1609055142018288686,200,1,101,20.7549991607666
1609055142020423629,201,1,102,7.464000225067139
1609055142043177734,200,0,102,7.656000137329102
1609055142043912768,201,0,100,22.086999893188477
1609055142068189004,200,1,100,21.36400032043457
1609055142092975357,200,0,101,21.11400032043457
1609055142093949399,201,0,102,7.5879998207092285
1609055142117782282,200,1,102,7.656000137329102
1609055142118950306,201,1,100,22.06399917602539
1609055142168170650,200,0,100,21.364999771118164
1609055142193269112,200,1,101,21.016000747680664
1609055142193950245,201,1,102,7.340000152587891
1609055142218201551,200,0,102,7.6539998054504395
1609055142218948069,201,0,100,22.104000091552734
1609055142243179639,200,1,100,21.47100067138672
1609055142267955234,200,0,101,21.086000442504883
1609055142268952017,201,0,102,7.400000095367432
1609055142292704263,200,1,102,7.658999919891357
1609055142293879012,201,1,100,22.020999908447266
1609055142343169031,200,0,100,21.450000762939453
1609055142343941824,201,0,101,20.642000198364258
1609055142367982385,200,1,101,20.836000442504883
1609055142368957823,201,1,102,7.3460001945495605
1609055142393168724,200,0,102,7.6479997634887695
1609055142393902485,201,0,100,22.072999954223633
1609055142418145818,200,1,100,21.48200035095215
1609055142442975910,200,0,101,20.958999633789062
1609055142443976738,201,0,102,7.48799991607666
1609055142467704005,200,1,102,7.6479997634887695
1609055142468919871,201,1,100,21.99799919128418
1609055142518159235,200,0,100,21.268999099731445
1609055142518935678,201,0,101,20.642000198364258
1609055142543206977,200,1,101,20.709999084472656
1609055142543975166,201,1,102,7.354000091552734
1609055142568140086,200,0,102,7.646999835968018
1609055142568849189,201,0,100,22.05900001525879
1609055142593168454,200,1,100,21.391000747680664
1609055142618224111,200,0,101,20.90999984741211
1609055142619000996,201,0,102,7.429999828338623
1609055142642703229,200,1,102,7.651000022888184
1609055142643911642,201,1,100,21.986000061035156
1609055142718209664,200,1,101,20.680999755859375
1609055142718958330,201,1,102,7.4019999504089355
1609055142768163830,200,1,100,21.441999435424805
1609055142793203824,200,0,101,20.89900016784668
1609055142793978790,201,0,102,7.535999774932861
1609055142817709564,200,1,102,7.664000034332275
1609055142818929794,201,1,100,21.9060001373291
1609055142868160234,200,0,100,21.33300018310547
1609055142892955099,200,1,101,20.670000076293945
1609055142893952077,201,1,102,7.364999771118164
1609055142918128820,200,0,102,7.6570000648498535
1609055142919765716,201,0,100,22.020999908447266
1609055142943158274,200,1,100,21.399999618530273
1609055142968253675,200,0,101,20.89299964904785
1609055142968934650,201,0,102,7.438000202178955
1609055142992717409,200,1,102,7.664000034332275
1609055142993887244,201,1,100,19.98900032043457
1609055143043129557,200,0,100,21.23200035095215
1609055143068228784,200,1,101,20.700000762939453
1609055143069113714,201,1,102,7.35099983215332
1609055143093152420,200,0,102,7.660999774932861
1609055143093888024,201,0,100,20.62299919128418
1609055143118151778,200,1,100,21.261999130249023
1609055143142952203,200,0,101,20.892000198364258
1609055143143936356,201,0,102,7.425000190734863
1609055143167696603,200,1,102,7.666999816894531
1609055143168910865,201,1,100,21.040000915527344
1609055143218105176,200,0,100,21.214000701904297
1609055143218896118,201,0,101,20.604000091552734
1609055143243471265,200,1,101,20.66699981689453
1609055143243917348,201,1,102,7.388999938964844
1609055143268161447,200,0,102,7.659999847412109
1609055143268872841,201,0,100,21.4950008392334
1609055143293146676,200,1,100,21.301000595092773
1609055143318216756,200,0,101,20.899999618530273
1609055143318981967,201,0,102,7.53000020980835
1609055143342701337,200,1,102,7.666999816894531
1609055143343880775,201,1,100,21.687000274658203
1609055143393138808,200,0,100,21.246000289916992
1609055143393905114,201,0,101,20.62700080871582
1609055143417962330,200,1,101,20.68000030517578
1609055143418980175,201,1,102,7.453000068664551
1609055143443109119,200,0,102,7.6579999923706055
1609055143443888139,201,0,100,21.952999114990234
1609055143468154671,200,1,100,21.448999404907227
1609055143492980465,200,0,101,21.125
1609055143494185076,201,0,102,7.5929999351501465
1609055143517712225,200,1,102,7.660999774932861
1609055143518921618,201,1,100,21.99799919128418
1609055143568126721,200,0,100,21.422000885009766
1609055143593192746,200,1,101,21.03499984741211
1609055143595152738,201,1,102,7.3470001220703125
1609055143618118942,200,0,102,7.65500020980835
1609055143618913154,201,0,100,22.150999069213867
1609055143643884058,200,1,100,21.492000579833984
1609055143668013555,200,0,101,21.104999542236328
1609055143668932502,201,0,102,7.414999961853027
1609055143692705067,200,1,102,7.658999919891357
1609055143693896018,201,1,100,22.104000091552734
1609055143743088507,200,0,100,21.454999923706055
1609055143743932024,201,0,101,20.636999130249023
1609055143768271379,200,1,101,20.867000579833984
1609055143768981543,201,1,102,7.339000225067139
1609055143793123572,200,0,102,7.6529998779296875
1609055143793841753,201,0,100,22.18400001525879
1609055143818139278,200,1,100,21.47599983215332
1609055143842949005,200,0,101,20.996999740600586
1609055143843903420,201,0,102,7.4120001792907715
1609055143868134406,200,1,102,7.860000133514404
1609055143869088199,201,1,100,22.10099983215332
1609055143918136550,200,0,100,21.264999389648438
1609055143943124660,200,1,101,20.736000061035156
1609055143943889497,201,1,102,7.375
1609055143968110202,200,0,102,7.797999858856201
1609055143968864004,201,0,100,22.142000198364258
1609055143993177968,200,1,100,21.277000427246094
1609055144018135878,200,0,101,20.910999298095703
1609055144018961031,201,0,102,7.520999908447266
1609055144042685797,200,1,102,7.813000202178955
1609055144043997912,201,1,100,22.051000595092773
1609055144093196256,200,0,100,21.214000701904297
1609055144093811079,201,0,101,20.604999542236328
1609055144117928468,200,1,101,20.660999298095703
1609055144119005298,201,1,102,7.460999965667725
1609055144143106958,200,0,102,7.736000061035156
1609055144143891716,201,0,100,22.10099983215332
1609055144168139400,200,1,100,21.292999267578125
1609055144193197953,200,0,101,20.881000518798828
1609055144193927841,201,0,102,7.6020002365112305
1609055144218099329,200,1,102,7.73199987411499
1609055144218904833,201,1,100,22.018999099731445
1609055144268108739,200,0,100,21.235000610351562
1609055144268851488,201,0,101,20.59600067138672
1609055144292904350,200,1,101,20.481000900268555
1609055144293907949,201,1,102,7.511000156402588
1609055144318085253,200,0,102,7.686999797821045
1609055144318909399,201,0,100,22.076000213623047
1609055144343119370,200,1,100,21.33300018310547
1609055144368187725,200,0,101,20.579999923706055
1609055144368946362,201,0,102,7.61899995803833
1609055144392674616,200,1,102,7.679999828338623
1609055144393922252,201,1,100,21.9950008392334
1609055144443074044,200,0,100,21.226999282836914
1609055144443922437,201,0,101,20.6200008392334
1609055144467923543,200,1,101,20.483999252319336
1609055144469138676,201,1,102,7.510000228881836
1609055144493117793,200,0,102,7.658999919891357
1609055144493812984,201,0,100,22.05500030517578
1609055144518112958,200,1,100,21.270000457763672
1609055144543200646,200,0,101,20.73699951171875
1609055144544371102,201,0,102,7.625
1609055144567665776,200,1,102,7.6539998054504395
1609055144568839279,201,1,100,21.969999313354492
1609055144618453331,200,0,100,21.236000061035156
1609055144643191747,200,1,101,20.628000259399414
